key,Name,Address,Price,Opened,Died
"Saigon - Milpas_318 N. Milpas St, Santa Barbara",Saigon - Milpas,"318 N. Milpas St, Santa Barbara",< $10,NA,2012-01
"Rudy's - Lower State_811 State St, Santa Barbara",Rudy's - Lower State,"811 State St, Santa Barbara",< $10,NA,2012-01
"Farmers Market - Saturday (Harding School)_1625 Robbins St, Santa Barbara",Farmers Market - Saturday (Harding School),"1625 Robbins St, Santa Barbara",NA,NA,2012-01
"Baja Fresh - Upper State_3851 State St, Santa Barbara",Baja Fresh - Upper State,"3851 State St, Santa Barbara",< $10,NA,2011-12
"Jade_3132 State St, Santa Barbara",Jade,"3132 State St, Santa Barbara",$10 - $20,NA,2011-11
"Deli Planet_5599 Hollister Ave, Goleta",Deli Planet,"5599 Hollister Ave, Goleta",< $10,NA,2011-11
"Mimosa - De la Vina_2700 De La Vina St, Santa Barbara",Mimosa - De la Vina,"2700 De La Vina St, Santa Barbara",$20+,NA,2011-10
"Minnow Cafe_9 Breakwater, Santa Barbara",Minnow Cafe,"9 Breakwater, Santa Barbara",< $10,NA,2011-10
"Piatti_516 San Ysidro Rd, Montecito",Piatti,"516 San Ysidro Rd, Montecito",$10 - $20,NA,2011-10
"Cafe Luck_18 E. Cota St, Santa Barbara",Cafe Luck,"18 E. Cota St, Santa Barbara",NA,NA,2011-09
Gaucho Cafe_At the UCen on the UCSB Campus,Gaucho Cafe,At the UCen on the UCSB Campus,< $10,NA,2011-08
Chilitos_At the UCen on the UCSB Campus,Chilitos,At the UCen on the UCSB Campus,< $10,NA,2011-08
"Chilitos - Cart_Davidson Library Plaza, UCSB Campus",Chilitos - Cart,"Davidson Library Plaza, UCSB Campus",< $10,NA,2011-08
Wendy's_At the UCen on the UCSB Campus,Wendy's,At the UCen on the UCSB Campus,< $10,NA,2011-08
"Jeannine's Bakery - Inside Gelsons_3305 State St, Santa Barbara",Jeannine's Bakery - Inside Gelsons,"3305 State St, Santa Barbara",NA,NA,2011-08
"Overlook Cafe_Santa Barbara Airport, Goleta",Overlook Cafe,"Santa Barbara Airport, Goleta",$10 - $20,NA,2011-08
"Rudy's - Calle Real_5680 Calle Real, Goleta",Rudy's - Calle Real,"5680 Calle Real, Goleta",< $10,NA,2011-07
"Mika_7020 Camino Real Marketplace, Goleta",Mika,"7020 Camino Real Marketplace, Goleta",< $10,NA,2011-07
"Little Asia_6527 Madrid Rd, Isla Vista",Little Asia,"6527 Madrid Rd, Isla Vista",< $10,NA,2011-06
"Arturo's Taqueria_226 S. Milpas St, Santa Barbara",Arturo's Taqueria,"226 S. Milpas St, Santa Barbara",< $10,NA,2011-06
"Pizza by the Slice_4 W. De La Guerra St, Santa Barbara",Pizza by the Slice,"4 W. De La Guerra St, Santa Barbara",< $10,NA,2011-06
"European Deli_149 N. Fairview Ave, Goleta",European Deli,"149 N. Fairview Ave, Goleta",< $10,NA,2011-05
"Seattle's Best - Borders in Goleta_7000 Camino Real Marketplace, Goleta",Seattle's Best - Borders in Goleta,"7000 Camino Real Marketplace, Goleta",NA,NA,2011-05
"State & A Bar and Grill_1201 State St, Santa Barbara",State & A Bar and Grill,"1201 State St, Santa Barbara",< $10,NA,2011-04
"Juan & Jeffe's_402 N. Milpas, Santa Barbara",Juan & Jeffe's,"402 N. Milpas, Santa Barbara",NA,NA,2011-04
"Cafe Buenos Aires_1316 State St, Santa Barbara",Cafe Buenos Aires,"1316 State St, Santa Barbara",$10 - $20,NA,2011-03
"Zia Cafe_532 State St, Santa Barbara",Zia Cafe,"532 State St, Santa Barbara",$10 - $20,NA,2011-03
"The Taj Cafe_905 State St, Santa Barbara",The Taj Cafe,"905 State St, Santa Barbara",$10 - $20,NA,2011-02
"Rileys Coffee_1106 Chapala St, Santa Barbara",Rileys Coffee,"1106 Chapala St, Santa Barbara",NA,NA,2011-02
"Ocean Meadows Golf Course Grill_6925 Whittier Dr, Goleta",Ocean Meadows Golf Course Grill,"6925 Whittier Dr, Goleta",< $10,NA,2011-01
"Patrick's Side Street Cafe_2375 Alamo Pintado, Los Olivos",Patrick's Side Street Cafe,"2375 Alamo Pintado, Los Olivos",$10 - $20,NA,2011-01
"Seattle's Best - Borders on State St_900 State St, Santa Barbara",Seattle's Best - Borders on State St,"900 State St, Santa Barbara",NA,NA,2011-01
"Cliff's & Co._1919 Cliff Dr, Santa Barbara",Cliff's & Co.,"1919 Cliff Dr, Santa Barbara",< $10,NA,2011-01
"Roasted Bean Coffee House_3558 Sagunto St, Santa Ynez",Roasted Bean Coffee House,"3558 Sagunto St, Santa Ynez",< $10,NA,2011-01
"Carvel_147 N. Fairview Ave, Goleta",Carvel,"147 N. Fairview Ave, Goleta",NA,NA,2011-01
"Subway - 119 State_119 State St, Santa Barbara",Subway - 119 State,"119 State St, Santa Barbara",< $10,NA,2010-12
"Starbucks - Barnes & Noble_829 State St, Santa Barbara",Starbucks - Barnes & Noble,"829 State St, Santa Barbara",NA,NA,2010-12
"Pick Up Stix_5701 Calle Real, Goleta",Pick Up Stix,"5701 Calle Real, Goleta",< $10,NA,2010-11
"Laguna Store & Deli_512 Laguna St, Santa Barbara",Laguna Store & Deli,"512 Laguna St, Santa Barbara",< $10,NA,2010-11
"Luigi's Pizza & Pasta_5711 Calle Real, Goleta",Luigi's Pizza & Pasta,"5711 Calle Real, Goleta",< $10,NA,2010-10
"Chamomile Cafe_915 Linden Ave, Carpinteria",Chamomile Cafe,"915 Linden Ave, Carpinteria",$10 - $20,NA,2010-09
"Las Conchas_432 E. Haley St, Santa Barbara",Las Conchas,"432 E. Haley St, Santa Barbara",< $10,NA,2010-08
"Pizza Hut_2840 De La Vina St, Santa Barbara",Pizza Hut,"2840 De La Vina St, Santa Barbara",$10 - $20,NA,2010-07
"Java Jones - Isla Vista_6560 Pardall Rd, Isla Vista",Java Jones - Isla Vista,"6560 Pardall Rd, Isla Vista",NA,NA,2010-07
"California Pasta_3979 State St, Santa Barbara",California Pasta,"3979 State St, Santa Barbara",$10 - $20,NA,2010-06
"La Gloria Taqueria_336 N. Milpas St, Santa Barbara",La Gloria Taqueria,"336 N. Milpas St, Santa Barbara",< $10,NA,2010-06
"China City Restaurant_5688 Calle Real, Goleta",China City Restaurant,"5688 Calle Real, Goleta",< $10,NA,2010-05
"Northstar Coffee Company_918 State St, Santa Barbara",Northstar Coffee Company,"918 State St, Santa Barbara",NA,NA,2010-05
"Mojo Coffee_7127 Hollister Ave, Goleta",Mojo Coffee,"7127 Hollister Ave, Goleta",< $10,NA,2010-05
"Presto Pasta_5764 Calle Real, Goleta",Presto Pasta,"5764 Calle Real, Goleta",< $10,NA,2010-05
"Quizno's - Calle Real_5723 Calle Real, Goleta",Quizno's - Calle Real,"5723 Calle Real, Goleta",< $10,NA,2010-04
"Chilango's Mexican Restaurant_503 State St, Santa Barbara",Chilango's Mexican Restaurant,"503 State St, Santa Barbara",< $10,NA,2010-04
"Chef Karim's Moroccan Restaurant_1221 State St, Santa Barbara",Chef Karim's Moroccan Restaurant,"1221 State St, Santa Barbara",$20+,NA,2010-03
"Caje_1007 Casitas Pass Rd, Carpinteria",Caje,"1007 Casitas Pass Rd, Carpinteria",NA,NA,2010-03
"Fosters Freeze_1924 Cliff Dr, Santa Barbara",Fosters Freeze,"1924 Cliff Dr, Santa Barbara",< $10,NA,2010-03
"Tuttini_10 E. Carrillo St, Santa Barbara",Tuttini,"10 E. Carrillo St, Santa Barbara",< $10,NA,2010-02
"Epiphany Restaurant & Bar_21 W. Victoria St, Santa Barbara",Epiphany Restaurant & Bar,"21 W. Victoria St, Santa Barbara",$20+,NA,2010-02
"Dean-o's Pizzarama_1950 Cliff Dr, Santa Barbara",Dean-o's Pizzarama,"1950 Cliff Dr, Santa Barbara",$10 - $20,NA,2010-01
"Farmers Market - Thursday (Goleta, Calle Real)_5700 Calle Real, Goleta","Farmers Market - Thursday (Goleta, Calle Real)","5700 Calle Real, Goleta",NA,NA,2010-01
"Ruby's Cafe & Spirits Lounge_734 State St, Santa Barbara",Ruby's Cafe & Spirits Lounge,"734 State St, Santa Barbara",< $10,NA,2010-01
"Left At Albuquerque_700 State St, Santa Barbara",Left At Albuquerque,"700 State St, Santa Barbara",$10 - $20,NA,2009-12
"China Pavilion - Montecito_1070 Coast Village Rd, Montecito",China Pavilion - Montecito,"1070 Coast Village Rd, Montecito",$10 - $20,NA,2009-10
"Boris Cake Bakery_423 N. Milpas St, Santa Barbara",Boris Cake Bakery,"423 N. Milpas St, Santa Barbara",NA,NA,2009-09
"Java Jones - State & De La Guerra_728 State St, Santa Barbara",Java Jones - State & De La Guerra,"728 State St, Santa Barbara",NA,NA,2009-09
"Vons Bakery - Downtown_34 W. Victoria St, Santa Barbara",Vons Bakery - Downtown,"34 W. Victoria St, Santa Barbara",NA,NA,2009-08
"Vons - Downtown_34 W. Victoria St, Santa Barbara",Vons - Downtown,"34 W. Victoria St, Santa Barbara",NA,NA,2009-08
"Fortune Garden_5915 Calle Real, Goleta",Fortune Garden,"5915 Calle Real, Goleta",$10 - $20,NA,2009-08
"Cafe Bianco_11 W. Victoria St, Santa Barbara",Cafe Bianco,"11 W. Victoria St, Santa Barbara",< $10,NA,2009-07
"McConnell's Fine Ice Creams - Goleta_7034 Camino Real Marketplace, Goleta",McConnell's Fine Ice Creams - Goleta,"7034 Camino Real Marketplace, Goleta",NA,NA,2009-07
"Yoli's Mexican Restaurant_5877 Hollister Ave, Goleta",Yoli's Mexican Restaurant,"5877 Hollister Ave, Goleta",< $10,NA,2009-07
"CaliRoll Express_887 Embarcadero del Norte, Isla Vista",CaliRoll Express,"887 Embarcadero del Norte, Isla Vista",< $10,NA,2009-05
"Santa Barbara Roasting Co. - Paseo Nuevo_670 Paseo Nuevo, Santa Barbara",Santa Barbara Roasting Co. - Paseo Nuevo,"670 Paseo Nuevo, Santa Barbara",NA,NA,2009-03
"Intermezzo_813 Anacapa St, Santa Barbara",Intermezzo,"813 Anacapa St, Santa Barbara",$10 - $20,NA,2009-02
"Machine Gun Deli_606 W. Mission St, Santa Barbara",Machine Gun Deli,"606 W. Mission St, Santa Barbara",< $10,NA,2009-01
"Q's Billiards_409 State St, Santa Barbara",Q's Billiards,"409 State St, Santa Barbara",$10 - $20,NA,2009-01
"Sweet Alley_1103A State St, Santa Barbara",Sweet Alley,"1103A State St, Santa Barbara",NA,NA,2008-12
"Fat Burger_718 State St, Santa Barbara",Fat Burger,"718 State St, Santa Barbara",< $10,NA,2008-12
"Carrows_210 W. Carrillo St, Santa Barbara",Carrows,"210 W. Carrillo St, Santa Barbara",< $10,NA,2008-09
"Piranha Restaurant & Sushi Bar_801 State St, Santa Barbara",Piranha Restaurant & Sushi Bar,"801 State St, Santa Barbara",$10 - $20,NA,2008-09
"Ruby's Diner_601 Paseo Nuevo, Santa Barbara",Ruby's Diner,"601 Paseo Nuevo, Santa Barbara",< $10,NA,2008-09
"Tsunami_1014 Coast Village Rd, Montecito",Tsunami,"1014 Coast Village Rd, Montecito",$10 - $20,NA,2008-08
"Java Jon's_8 S. Milpas St, Santa Barbara",Java Jon's,"8 S. Milpas St, Santa Barbara",NA,NA,2008-08
"Finestra Caffe_15 E. Figueroa St, Santa Barbara",Finestra Caffe,"15 E. Figueroa St, Santa Barbara",NA,NA,2008-07
"Smokin Jacks Kansas City BBQ_3807 Santa Claus Ln, Carpinteria",Smokin Jacks Kansas City BBQ,"3807 Santa Claus Ln, Carpinteria",$10 - $20,NA,2008-07
"Chad's_625 Chapala St, Santa Barbara",Chad's,"625 Chapala St, Santa Barbara",$20+,NA,2008-07
"Gelateria Gioia_1150 Coast Village Rd, Montecito",Gelateria Gioia,"1150 Coast Village Rd, Montecito",NA,NA,2008-06
"Volare Ristorante_1095 Edison St, Santa Ynez",Volare Ristorante,"1095 Edison St, Santa Ynez",$20+,NA,2008-06
"Volare Deli_1095 Edison St, Santa Ynez",Volare Deli,"1095 Edison St, Santa Ynez",< $10,NA,2008-06
"Thrifty Ice Cream/Rite Aid - Carp_1012 Casitas Pass Rd, Carpinteria",Thrifty Ice Cream/Rite Aid - Carp,"1012 Casitas Pass Rd, Carpinteria",NA,NA,2008-05
"Giovanni's - Goleta_5940 Calle Real, Goleta",Giovanni's - Goleta,"5940 Calle Real, Goleta",$10 - $20,NA,2008-04
"Mesa Thai Cuisine_1819 Cliff Dr, Santa Barbara",Mesa Thai Cuisine,"1819 Cliff Dr, Santa Barbara",< $10,NA,2008-04
"A Capella Restaurant_2220 Bath St, Santa Barbara",A Capella Restaurant,"2220 Bath St, Santa Barbara",$10 - $20,NA,2008-03
"Isla Vista Bakery Cafe_6558 Pardall Rd, Isla Vista",Isla Vista Bakery Cafe,"6558 Pardall Rd, Isla Vista",NA,NA,2008-03
"Baskin Robbins_1005 Casitas Pass Rd, Carpinteria",Baskin Robbins,"1005 Casitas Pass Rd, Carpinteria",NA,NA,2008-03
"Baskin Robbins_1016 Coast Village Rd, Montecito",Baskin Robbins,"1016 Coast Village Rd, Montecito",NA,NA,2008-02
"Zelo Restaurant_630 State St, Santa Barbara",Zelo Restaurant,"630 State St, Santa Barbara",$10 - $20,NA,2008-02
"Rocks_801 State St, Santa Barbara",Rocks,"801 State St, Santa Barbara",$10 - $20,NA,2008-02
"Thrifty Ice Cream/Rite Aid - Univ Plaza_7127 Hollister Ave, Goleta",Thrifty Ice Cream/Rite Aid - Univ Plaza,"7127 Hollister Ave, Goleta",NA,NA,2008-01
"Pierre Lafond_11 W. De La Guerra St, Santa Barbara",Pierre Lafond,"11 W. De La Guerra St, Santa Barbara",< $10,NA,2007-12
"Jamba Juice_742 State St, Santa Barbara",Jamba Juice,"742 State St, Santa Barbara",NA,NA,2007-12
"Sage & Onion_30 E. Ortega St, Santa Barbara",Sage & Onion,"30 E. Ortega St, Santa Barbara",$20+,NA,2007-12
"Brown Pelican_2981 Cliff Dr, Santa Barbara",Brown Pelican,"2981 Cliff Dr, Santa Barbara",$20+,NA,2007-11
"La Tolteca Restaurant_600 N. Milpas St, Santa Barbara",La Tolteca Restaurant,"600 N. Milpas St, Santa Barbara",< $10,NA,2007-10
"31 West_31 W. Carrillo St, Santa Barbara",31 West,"31 W. Carrillo St, Santa Barbara",$20+,NA,2007-10
"Asian Cafe_5869 Hollister Ave, Goleta",Asian Cafe,"5869 Hollister Ave, Goleta",NA,NA,2007-10
Paterno_At the UCen on the UCSB Campus,Paterno,At the UCen on the UCSB Campus,< $10,NA,2007-09
"The Zone Sports Grille_686 Linden Ave, Carpinteria",The Zone Sports Grille,"686 Linden Ave, Carpinteria",< $10,NA,2007-09
"Wine Cask - Los Olivos_2860 Grand Ave, Los Olivos",Wine Cask - Los Olivos,"2860 Grand Ave, Los Olivos",$20+,NA,2007-08
"Cafe La Luz_1436 Chapala St, Santa Barbara",Cafe La Luz,"1436 Chapala St, Santa Barbara",< $10,NA,2007-07
"Coffee Grinder_910 Linden Ave, Carpinteria",Coffee Grinder,"910 Linden Ave, Carpinteria",NA,NA,2007-06
"Restaurant Nu_1129 State St, Santa Barbara",Restaurant Nu,"1129 State St, Santa Barbara",$10 - $20,NA,2007-05
"Summerland Market_2580 Lillie Ave, Summerland",Summerland Market,"2580 Lillie Ave, Summerland",< $10,NA,2007-05
"Bogart's Cafe_1114 State St, Santa Barbara",Bogart's Cafe,"1114 State St, Santa Barbara",$10 - $20,NA,2007-05
"Italian & Greek Market_636 State St, Santa Barbara",Italian & Greek Market,"636 State St, Santa Barbara",< $10,NA,2007-04
"Italian Bakery - Upper State_3315 State St, Santa Barbara",Italian Bakery - Upper State,"3315 State St, Santa Barbara",< $10,NA,2007-04
"El Jirasol Subs_1108 Casitas Pass Rd, Carpinteria",El Jirasol Subs,"1108 Casitas Pass Rd, Carpinteria",< $10,NA,2007-04
"Cuzcatlan Salvadorian Cuisine_2911 De La Vina St, Santa Barbara",Cuzcatlan Salvadorian Cuisine,"2911 De La Vina St, Santa Barbara",< $10,NA,2007-03
"Red Robin_3825 State St, Santa Barbara",Red Robin,"3825 State St, Santa Barbara",NA,NA,2007-02
"Buddy's Pretzels & Dogs_963 Linden Ave, Carpinteria",Buddy's Pretzels & Dogs,"963 Linden Ave, Carpinteria",< $10,NA,2007-02
"Los Tacos Restaurant_435 N. Milpas St, Santa Barbara",Los Tacos Restaurant,"435 N. Milpas St, Santa Barbara",< $10,NA,2007-02
"Taiko_511 State St, Santa Barbara",Taiko,"511 State St, Santa Barbara",$10 - $20,NA,2007-01
"Deli House_666 Linden Ave, Carpinteria",Deli House,"666 Linden Ave, Carpinteria",< $10,NA,2007-01
"Julian's Mexican Cafe_421 N. Milpas St, Santa Barbara",Julian's Mexican Cafe,"421 N. Milpas St, Santa Barbara",< $10,NA,2007-01
"La Marina at the Biltmore Hotel_1260 Channel Dr, Montecito",La Marina at the Biltmore Hotel,"1260 Channel Dr, Montecito",$20+,NA,2006
"Citronelle_901 E. Cabrillo Blvd, Santa Barbara",Citronelle,"901 E. Cabrillo Blvd, Santa Barbara",$20+,NA,2006
"Acapulco_1114 State St, Santa Barbara",Acapulco,"1114 State St, Santa Barbara",$10 - $20,NA,2006
"Casa Blanca Restaurante_509 State St, Santa Barbara",Casa Blanca Restaurante,"509 State St, Santa Barbara",NA,NA,2006
"Camino Real Cafe_6980 Camino Real Marketplace, Goleta",Camino Real Cafe,"6980 Camino Real Marketplace, Goleta",$10 - $20,NA,2006
"Pavlako's Eatery_217 N. Milpas St, Santa Barbara",Pavlako's Eatery,"217 N. Milpas St, Santa Barbara",NA,NA,2006
"Big Yellow House_108 Pierpont Rd, Summerland",Big Yellow House,"108 Pierpont Rd, Summerland",$10 - $20,NA,2006
"Zal's Museum Cafe_1130 State St, Santa Barbara",Zal's Museum Cafe,"1130 State St, Santa Barbara",< $10,NA,2006
"Sandman Bar & Grill_3744 State St, Santa Barbara",Sandman Bar & Grill,"3744 State St, Santa Barbara",NA,NA,2006
"Sushi Teri - Upper State St_3905 State St, Santa Barbara",Sushi Teri - Upper State St,"3905 State St, Santa Barbara",< $10,NA,2006
"French Bulldog Cafe_2354 Lillie Ave, Summerland",French Bulldog Cafe,"2354 Lillie Ave, Summerland",< $10,NA,2006
"La Salsa_1131 State St, Santa Barbara",La Salsa,"1131 State St, Santa Barbara",< $10,NA,2006
"Pascuals Restaurant_30 E. Victoria St, Santa Barbara",Pascuals Restaurant,"30 E. Victoria St, Santa Barbara",< $10,NA,2006
"Paoli's_202 State St, Santa Barbara",Paoli's,"202 State St, Santa Barbara",$10 - $20,NA,2006
"Gisella's Trattoria_1311 State St, Santa Barbara",Gisella's Trattoria,"1311 State St, Santa Barbara",NA,NA,2006
"Jimmy's Oriental Gardens_126 E. Canon Perdido St, Santa Barbara",Jimmy's Oriental Gardens,"126 E. Canon Perdido St, Santa Barbara",< $10,NA,2006
"Kashima Japanese Restaurant_5744 Hollister Ave, Goleta",Kashima Japanese Restaurant,"5744 Hollister Ave, Goleta",NA,NA,2006
"Dish_138 E. Canon Perdido St, Santa Barbara",Dish,"138 E. Canon Perdido St, Santa Barbara",$20+,NA,2006
"Don Pepe's Restaurant_701 Chapala St, Santa Barbara",Don Pepe's Restaurant,"701 Chapala St, Santa Barbara",< $10,NA,2006
"Storke Road Drive Inn_370 Storke Rd, Goleta",Storke Road Drive Inn,"370 Storke Rd, Goleta",< $10,NA,2006
"Bellyboards_5687 Calle Real, Goleta",Bellyboards,"5687 Calle Real, Goleta",< $10,NA,2006
"L'ombretta_1134 Chapala St, Santa Barbara",L'ombretta,"1134 Chapala St, Santa Barbara",$10 - $20,NA,2006
"Zeno Manue_411 State St, Santa Barbara",Zeno Manue,"411 State St, Santa Barbara",NA,NA,2006
"El Mariachi_431 State St, Santa Barbara",El Mariachi,"431 State St, Santa Barbara",NA,NA,2006
"Cafe Siena_1101 State St, Santa Barbara",Cafe Siena,"1101 State St, Santa Barbara",NA,NA,2006
"Boba Tea House_966 Embarcadero Del mar, Isla Vista",Boba Tea House,"966 Embarcadero Del mar, Isla Vista",< $10,NA,2006
"Cafe Sonrisas_5392 Hollister Ave, Goleta",Cafe Sonrisas,"5392 Hollister Ave, Goleta",< $10,NA,2006
"Menehunes Bar & Grill_6549 Pardall Rd, Isla Vista",Menehunes Bar & Grill,"6549 Pardall Rd, Isla Vista",< $10,NA,2006
"Blue Dolphin Cafe_910 Embarcadero Del Norte, Isla Vista",Blue Dolphin Cafe,"910 Embarcadero Del Norte, Isla Vista",NA,NA,2006
"China Garden_6530 Pardall Rd, Isla Vista",China Garden,"6530 Pardall Rd, Isla Vista",< $10,NA,2006
"DogHouse_730 N. Milpas St, Santa Barbara",DogHouse,"730 N. Milpas St, Santa Barbara",< $10,NA,2006
"Eclectico_30 W. Anapamu St, Santa Barbara",Eclectico,"30 W. Anapamu St, Santa Barbara",$10 - $20,NA,2006
"Sushi Teri - Isla Vista_909 Embarcadero Del Mar, Isla Visa",Sushi Teri - Isla Vista,"909 Embarcadero Del Mar, Isla Visa",< $10,NA,2006
"Zaffron_4444 Hollister Ave, Goleta",Zaffron,"4444 Hollister Ave, Goleta",NA,NA,2005
"Gordo's Italian Pizza_5838 Hollister Ave, Goleta",Gordo's Italian Pizza,"5838 Hollister Ave, Goleta",NA,NA,2005
"Kava Lounge_508 E. Haley St, Santa Barbara",Kava Lounge,"508 E. Haley St, Santa Barbara",< $10,NA,2005
"Granada Grill_1212 State St, Santa Barbara",Granada Grill,"1212 State St, Santa Barbara",$10 - $20,NA,2005
Baba's Falafels_At the UCen on the UCSB Campus,Baba's Falafels,At the UCen on the UCSB Campus,< $10,NA,2005
"Marcello Ristorante_1218 State St, Santa Barbara",Marcello Ristorante,"1218 State St, Santa Barbara",NA,NA,2005
"City Kitchen_901 N. Milpas St, Santa Barbara",City Kitchen,"901 N. Milpas St, Santa Barbara",NA,NA,2005
"Good Earth Restaurant_5955 Calle Real, Goleta",Good Earth Restaurant,"5955 Calle Real, Goleta",$10 - $20,NA,2005
"Mexican Grill_730 N. Milpas St, Santa Barbara",Mexican Grill,"730 N. Milpas St, Santa Barbara",NA,NA,2005
"Santa Barbara Cheesecake_1915 De La Vina St, Santa Barbara",Santa Barbara Cheesecake,"1915 De La Vina St, Santa Barbara",NA,NA,2005
"Blue Collar Bistro_233 W. Montecito St, Santa Barbara",Blue Collar Bistro,"233 W. Montecito St, Santa Barbara",< $10,NA,2005
"Golden China_3130 State St, Santa Barbara",Golden China,"3130 State St, Santa Barbara",< $10,NA,2005
"El Taco Amigo_6580 Pardall Rd, Isla Vista",El Taco Amigo,"6580 Pardall Rd, Isla Vista",< $10,NA,2005
"Las Brisas Mexican Seafood Grill_414 N. Milpas St, Santa Barbara",Las Brisas Mexican Seafood Grill,"414 N. Milpas St, Santa Barbara",NA,NA,2005
"TJ's Grill_955 Embarcadero Del Mar, Isla Vista",TJ's Grill,"955 Embarcadero Del Mar, Isla Vista",NA,NA,2005
"Mrs. Fields Cookies_140 S. Hope Ave, Santa Barbara",Mrs. Fields Cookies,"140 S. Hope Ave, Santa Barbara",< $10,NA,2005
"Santa Barbara Sandwich Company_1226 State St, Santa Barbara",Santa Barbara Sandwich Company,"1226 State St, Santa Barbara",NA,NA,2005
"Kung Pao Kitchen_6530 Pardall Rd, Isla Vista",Kung Pao Kitchen,"6530 Pardall Rd, Isla Vista",NA,NA,2005
"Cafe Delight_4141 State St, Santa Barbara",Cafe Delight,"4141 State St, Santa Barbara",< $10,NA,2005
"Little Alex's_3534 State St, Santa Barbara",Little Alex's,"3534 State St, Santa Barbara",< $10,NA,2005
"Ma Dolce Vita_700 State St, Santa Barbara",Ma Dolce Vita,"700 State St, Santa Barbara",NA,NA,2005
"Carrows - Goleta_5677 Calle Real, Goleta",Carrows - Goleta,"5677 Calle Real, Goleta",< $10,NA,2005
"Kafana_11 W. Victoria St, Santa Barbara",Kafana,"11 W. Victoria St, Santa Barbara",NA,NA,2005
"Los Arcos_12 W. De La Guerra St, Santa Barbara",Los Arcos,"12 W. De La Guerra St, Santa Barbara",NA,NA,2005
"Azuma Japanese Restaurant_24 W. Figueroa St, Santa Barbara",Azuma Japanese Restaurant,"24 W. Figueroa St, Santa Barbara",$10 - $20,NA,2005
"Juanitos Mexican Food_5746 Hollister Ave, Goleta",Juanitos Mexican Food,"5746 Hollister Ave, Goleta",NA,NA,2005
